t,bpm,uc
463.0,154.71249,37.296946
464.0,154.89316061429386,39.181287
465.0,156.40278244759136,39.65258008172966
466.0,156.40278244759136,41.08875741621395
467.0,154.89316061429386,41.08875741621395
468.0,153.856646,41.08875741621395
469.0,153.599893,41.08875741621395
470.0,153.599893,39.246264
471.0,153.599893,35.03465462902961
472.0,152.658465,32.703776157603066
473.0,152.658465,32.358674
474.0,154.198984,32.358674
475.0,154.370152,32.358674
476.0,154.71249,32.358674
477.0,154.755282,32.358674
478.0,157.53011841134705,32.358674
479.0,158.050281,32.358674
480.0,158.050281,32.358674
481.0,161.55924,32.358674
482.0,161.55924,32.358674
483.0,162.03661151087547,32.392710060440706
484.0,162.1418594999064,32.488629
485.0,162.1418594999064,34.11306
486.0,162.67122598279414,34.372969
487.0,163.13018929538725,34.372969
488.0,163.356512,36.354877141666215
489.0,163.356512,36.582196
490.0,163.356512,36.582196
491.0,163.13018929538725,36.582196
492.0,162.20270842524377,36.582196
493.0,157.80468846391386,35.997401
494.0,154.455737,35.932424
495.0,153.685477,34.90903263363486
496.0,153.67917970683948,33.22792600307018
497.0,153.67169374825997,31.643925
498.0,153.66420778968046,30.088136861566454
499.0,153.65672183110095,27.875244
500.0,153.64923587252142,27.54313750383771
501.0,153.642685,27.355426
502.0,153.129179,24.83214489111149
503.0,153.129179,24.366472
504.0,153.129179,24.366472
505.0,153.129179,24.366472
506.0,154.98950638477893,24.366472
507.0,154.98950638477893,25.264120119503836
508.0,154.98950638477893,26.400820975914204
509.0,154.98950638477893,27.537521832324572
510.0,152.90614773422755,27.615335
511.0,150.82278908367616,27.615335
512.0,148.7394304331248,27.745289
513.0,146.6560717825734,27.745289
514.0,144.57271313202202,27.615335
515.0,142.48935448147066,27.48538
516.0,140.40599583091927,27.48538
517.0,138.32263718036788,27.48538
518.0,136.23927852981652,27.615335
519.0,134.15591987926513,27.615335
520.0,134.15591987926513,29.541545777615994
521.0,134.15591987926513,31.262339669174583
522.0,134.15591987926513,31.262339669174583
523.0,134.3862,31.262339669174583
524.0,136.37508522537536,31.262339669174583
525.0,137.36209831773652,31.254061
526.0,137.4215923796643,30.8471959924368
527.0,137.4215923796643,30.43597782939969
528.0,137.4215923796643,30.02475966636258
529.0,137.4215923796643,29.61354150332547
530.0,137.467237,29.20232334028836
531.0,139.264509,28.79110517725125
532.0,141.2652833938081,28.589994
533.0,143.286975,27.745289
534.0,146.368013,27.355426
535.0,147.309441,26.445744
536.0,147.651779,26.445744
537.0,148.9648504420204,26.39592837703206
538.0,152.016582,26.315789
539.0,152.95801,26.39592837703206
540.0,153.214763,26.39592837703206
541.0,153.557101,26.445744
542.0,154.241776,27.875244
543.0,154.241776,28.005198
544.0,154.241776,28.265107
545.0,154.241776,28.290501893334316
546.0,154.498529,28.349980561808298
547.0,154.498529,28.40945923028228
548.0,154.498529,28.468937898756263
549.0,154.498529,28.468937898756263
550.0,149.663012,28.528416567230245
551.0,149.663012,28.587895235704224
552.0,149.3040918774349,28.589994
553.0,149.1146028190855,29.332606505363124
554.0,148.9251137607361,30.45154643194481
555.0,148.7356247023867,31.570486358526495
556.0,148.593207,32.423652
557.0,146.50114220336314,32.553606
558.0,146.50114220336314,32.553606
559.0,146.50114220336314,32.553606
560.0,146.50114220336314,32.553606
561.0,146.795935,33.65822
562.0,146.795935,33.65822
563.0,146.795935,33.65822
564.0,146.795935,33.65822
565.0,144.442364,33.528265
566.0,141.318534,33.528265
567.0,141.318534,33.528265
568.0,141.318534,33.528265
569.0,137.809575,33.528265
570.0,134.3862,33.528265
571.0,134.3862,33.528265
572.0,134.3862,32.748538
573.0,134.3862,32.488629
574.0,134.3862,32.488629
575.0,136.9023735321076,32.358674
576.0,137.296068,31.708902
577.0,137.296068,31.708902
578.0,137.552822,31.56815603481427
579.0,137.809575,31.56815603481427
580.0,137.809575,31.56815603481427
581.0,137.552822,31.56815603481427
582.0,136.611393,32.06627675575659
583.0,136.440225,32.488629
584.0,136.440225,33.56003365599974
585.0,136.440225,33.936898014235695
586.0,136.440225,33.56003365599974
587.0,136.953731,33.528265
588.0,136.953731,33.398311
589.0,137.40067020336295,33.528265
590.0,137.72399,34.307992
591.0,138.29336507559836,34.307992
592.0,138.29336507559836,34.05169328737539
593.0,139.062766456636,34.05169328737539
594.0,139.307301,34.307992
595.0,139.307301,34.39655145450107
596.0,139.307301,34.82781
597.0,139.307301,34.82781
598.0,143.244183,34.307992
599.0,143.244183,34.307992
600.0,143.244183,34.437947
601.0,143.244183,34.82781
602.0,139.307301,34.82781
603.0,132.674512,34.82781
604.0,132.674512,36.47101255139505
605.0,132.674512,36.47101255139505
606.0,132.674512,36.777128
607.0,139.307301,37.166992
608.0,139.93427386842197,37.19918789326885
609.0,142.06990006800743,37.19918789326885
610.0,144.20552626759292,37.19918789326885
611.0,146.3411524671784,37.282136214687824
612.0,148.47677866676386,37.3650845361068
613.0,150.61240486634935,37.3650845361068
614.0,152.74803106593484,37.3650845361068
615.0,155.9213557715807,37.3650845361068
616.0,155.9213557715807,36.777128
617.0,159.334047,36.647173
618.0,161.55924,35.20467945406168
619.0,161.55924,33.008447
620.0,161.55924,31.838856
621.0,159.548007,30.37686870178266
622.0,157.38407947394325,28.87241209809994
623.0,157.38407947394325,28.589994
624.0,154.755282,28.589994
625.0,154.584113,28.589994
626.0,152.05395770949437,27.940221
627.0,151.97379,27.940221
628.0,151.83957197711877,28.200128476969713
629.0,151.717037,28.330084
630.0,151.460283,28.330084
631.0,151.460283,28.330084
632.0,151.460283,28.415670506276125
633.0,151.460283,28.508673640493555
634.0,150.91415588678413,28.589994
635.0,150.91415588678413,28.589994
636.0,150.91415588678413,28.589994
637.0,150.91415588678413,28.589994
638.0,153.171971,28.525016
639.0,153.178746527024,28.265107
640.0,155.25610880826233,27.875244
641.0,155.50676840573203,27.48538
642.0,157.33347108950065,27.48538
643.0,158.73331660727916,27.225471
644.0,159.41083337073897,26.705653
645.0,162.79446671261388,26.575699
646.0,164.126772,24.236517
647.0,164.68307,23.846654
648.0,164.68307,23.586745
649.0,164.68307,23.196881
650.0,164.68307,23.196881
651.0,160.82591675455743,23.020000569798867
652.0,160.82591675455743,22.547109
653.0,160.82591675455743,22.547109
654.0,160.82591675455743,22.547109
655.0,162.31523497875,22.547109
656.0,163.014175,22.547109
657.0,163.014175,22.547109
658.0,163.014175,24.366472
659.0,163.014175,24.496426
660.0,161.9015776666633,24.626381
661.0,161.302487,27.84563928337608
662.0,160.0023100702591,28.29181991406058
663.0,159.51829513489776,28.525016
664.0,156.63534750265003,28.589994
665.0,156.63534750265003,29.491553706332507
666.0,156.63534750265003,29.491553706332507
667.0,153.77927893491017,29.491553706332507
668.0,150.9232103671703,29.491553706332507
669.0,148.06714179943043,28.05291669301419
670.0,145.2110732316906,26.61427967969587
671.0,145.2110732316906,25.406108
672.0,144.442364,21.897336
673.0,144.442364,19.459966548577476
674.0,144.442364,19.459966548577476
675.0,144.6268458345199,19.459966548577476
676.0,145.87807624439662,19.459966548577476
677.0,146.16506912603808,21.170552698585876
678.0,145.87807624439662,21.247563
679.0,145.87807624439662,21.377518
680.0,145.87807624439662,21.4764280244198
681.0,145.46668099212505,21.4764280244198
682.0,144.76829285821205,21.4764280244198
683.0,144.51606121870068,22.02729
684.0,144.51606121870068,22.157245
685.0,144.51606121870068,22.157245
686.0,144.51606121870068,22.157245
687.0,146.20040937805103,22.157245
688.0,147.88475753740138,22.157245
689.0,149.56910569675173,22.157245
690.0,151.25345385610206,22.761533803454487
691.0,153.49624066477733,22.761533803454487
692.0,153.985023,23.326836
693.0,156.68092886565483,23.326836
694.0,159.376839,22.761533803454487
695.0,161.79602191635766,22.710269697533654
696.0,162.029955,22.547109
697.0,162.115539,21.507472
698.0,162.115539,20.04213694916057
699.0,162.115539,18.388564
700.0,162.115539,18.258609
701.0,161.5322307788066,18.258609
702.0,159.9414576348031,18.258609
703.0,158.35068449079964,18.258609
704.0,156.75991134679617,18.258609
705.0,155.16913820279268,18.258609
706.0,153.57836505878922,18.5664464786021
707.0,151.98759191478572,18.5664464786021
708.0,150.39681877078226,18.5664464786021
709.0,148.80604562677877,18.5664464786021
710.0,148.80604562677877,18.444747982968565
711.0,148.80604562677877,18.195548123780426
712.0,148.80604562677877,17.946348264592288
713.0,153.18822613471622,17.697148405404153
714.0,157.9980307955782,17.447948546216015
715.0,157.9980307955782,17.218973
716.0,157.9980307955782,16.79589949923245
717.0,157.9980307955782,15.984405
718.0,154.26274076726486,15.984405
719.0,150.52745073895153,15.984405
720.0,146.7921607106382,15.984405
721.0,143.0568706823249,16.84426958652765
722.0,139.32158065401157,16.890914969606058
723.0,135.58629062569824,16.890914969606058
724.0,131.8510005973849,16.890914969606058
725.0,130.91572576769676,16.890914969606058
726.0,126.1574420524284,16.890914969606058
727.0,121.39915833716003,16.890914969606058
728.0,116.64087462189165,16.890914969606058
729.0,111.88259090662328,17.283951
730.0,107.12430719135492,18.193632
731.0,102.36602347608655,18.362211867132707
732.0,97.60773976081818,18.362211867132707
733.0,92.8494560455498,18.362211867132707
734.0,88.09117233028144,18.362211867132707
735.0,83.33288861501306,18.0311916351542
736.0,78.57460489974468,17.933723
737.0,73.81632118447632,17.54386
738.0,69.05803746920796,17.54386
739.0,64.29975375393958,17.54386
740.0,59.54147003867121,17.54386
741.0,57.983310536338195,17.715954624133946
742.0,57.983310536338195,17.715954624133946
743.0,57.983310536338195,17.904407525461867
744.0,57.983310536338195,18.092860426789787
745.0,61.41640177136736,18.281313328117708
746.0,62.324151,18.31059094769688
747.0,97.41224653484228,18.34052859751006
748.0,140.9720851179398,18.453541
749.0,157.56407456338462,18.817943016832206
750.0,164.49763701313103,19.295357436154355
751.0,164.49763701313103,19.772771855476503
752.0,164.49763701313103,20.25018627479865
753.0,163.80386910727754,20.7276006941208
754.0,159.6232302541838,21.182586
755.0,157.56407456338462,21.23040245030497
756.0,155.44259140109003,21.482100507353092
757.0,151.2619525479963,21.73379856440121
758.0,149.620219,21.985496621449325
759.0,149.620219,22.237194678497442
760.0,149.620219,22.488892735545562
761.0,149.620219,22.74059079259368
762.0,156.552554,22.74059079259368
763.0,156.638139,22.74059079259368
764.0,156.638139,22.74059079259368
765.0,156.638139,22.482131
766.0,156.638139,21.962313
767.0,154.755282,21.962313
768.0,154.755282,21.962313
769.0,154.755282,21.962313
770.0,154.755282,22.092268
771.0,154.755282,22.092268
772.0,154.755282,22.092268
773.0,156.98893090043632,22.783672167300104
774.0,159.31970466223416,23.273780464486254
775.0,161.65047842403197,23.273780464486254
776.0,163.98125218582982,23.273780464486254
777.0,166.31202594762766,23.273780464486254
778.0,168.6427997094255,20.922677
779.0,170.97357347122335,20.717982574244335
780.0,170.97357347122335,20.502009380385786
781.0,170.97357347122335,20.286036186527237
782.0,173.3043472330212,20.070062992668692
783.0,173.797807,19.854089798810143
784.0,174.1854971009351,19.638116604951595
785.0,174.1854971009351,19.42214341109305
786.0,173.35153934311515,19.2061702172345
787.0,173.35153934311515,18.990197023375952
788.0,173.35153934311515,18.774223829517407
789.0,172.5175815852952,18.558250635658858
790.0,171.68362382747526,18.453541
791.0,170.8496660696553,17.507040941659078
792.0,170.01570831183537,17.507040941659078
793.0,169.18175055401542,17.507040941659078
794.0,168.3477927961955,17.478882
795.0,167.51383503837556,17.348928
796.0,166.67987728055562,17.089019
797.0,165.84591952273567,17.089019
798.0,165.01196176491572,18.128655
799.0,164.17800400709578,18.128655
800.0,163.34404624927583,18.128655
801.0,162.5100884914559,18.143971002507865
802.0,161.67613073363597,18.217044579457276
803.0,160.84217297581603,18.290118156406685
804.0,160.00821521799608,18.290118156406685
805.0,159.17425746017614,18.363191733356093
806.0,158.3402997023562,18.372519914298646
807.0,157.50634194453625,18.372519914298646
808.0,156.6723841867163,18.4362653103055
809.0,155.83842642889635,18.453541
810.0,155.00446867107644,18.453541
811.0,154.1705109132565,20.157903711174466
812.0,153.33655315543655,20.157903711174466
813.0,152.5025953976166,20.157903711174466
814.0,151.66863763979666,20.157903711174466
815.0,150.8346798819767,19.162133210208836
